主站点号,电压等级,间隔名称,设备名称,设备大类,量测类型,信息分类,越限高限值,主站端描述,厂站端描述
34,110kV,110kV高马二线,110kV112高马二线,交流线段端点,C相电流,越限,,112开关C相电流,112开关C相电流
35,110kV,110kV高马二线,110kV112高马二线,交流线段端点,有功,越限,,112开关有功,112开关有功
36,110kV,110kV高马二线,110kV112高马二线,交流线段端点,无功,越限,,112开关无功,112开关无功
37,110kV,110kV高马二线,110kV112高马二线,交流线段端点,功率因数,越限,,112开关功率因数,112开关功率因数
38,110kV,110kV145分段,110kV145分段,交流开关,A相电流,越限,,145开关A相电流,145开关A相电流
39,110kV,110kV145分段,110kV145分段,交流开关,C相电流,越限,,145开关C相电流,145开关C相电流
40,110kV,1号主变,1号主变110kV侧,变压器绕组,A相电流,越限,,1#变高压侧A相电流,1#变高压侧A相电流
41,110kV,1号主变,1号主变110kV侧,变压器绕组,C相电流,越限,,1#变高压侧C相电流,1#变高压侧C相电流
42,110kV,2号主变,2号主变110kV侧,变压器绕组,A相电流,越限,,2#变高压侧A相电流,2#变高压侧A相电流
43,110kV,2号主变,2号主变110kV侧,变压器绕组,C相电流,越限,,2#变高压侧C相电流,2#变高压侧C相电流
44,35kV,1号主变,1号主变35kV侧,变压器绕组,A相电流,越限,,301开关A相电流,301开关A相电流
45,35kV,1号主变,1号主变35kV侧,变压器绕组,C相电流,越限,,301开关C相电流,301开关C相电流
46,35kV,1号主变,1号主变35kV侧,变压器绕组,有功,越限,,301开关有功,301开关有功
47,35kV,1号主变,1号主变35kV侧,变压器绕组,无功,越限,,301开关无功,301开关无功
48,35kV,1号主变,1号主变35kV侧,变压器绕组,功率因数,越限,,301开关功率因数,301开关功率因数
49,35kV,2号主变,2号主变35kV侧,变压器绕组,A相电流,越限,,302开关A相电流,302开关A相电流
50,35kV,2号主变,2号主变35kV侧,变压器绕组,C相电流,越限,,302开关C相电流,302开关C相电流
51,35kV,2号主变,2号主变35kV侧,变压器绕组,有功,越限,,302开关有功,302开关有功
52,35kV,2号主变,2号主变35kV侧,变压器绕组,无功,越限,,302开关无功,302开关无功
53,35kV,2号主变,2号主变35kV侧,变压器绕组,功率因数,越限,,302开关功率因数,302开关功率因数
54,10kV,1号主变,1号主变10kV侧,变压器绕组,A相电流,越限,,201开关A相电流,201开关A相电流
55,10kV,1号主变,1号主变10kV侧,变压器绕组,C相电流,越限,,201开关C相电流,201开关C相电流
56,10kV,1号主变,1号主变10kV侧,变压器绕组,有功,越限,,201开关有功,201开关有功
57,10kV,1号主变,1号主变10kV侧,变压器绕组,无功,越限,,201开关无功,201开关无功
58,10kV,1号主变,1号主变10kV侧,变压器绕组,功率因数,越限,,201开关功率因数,201开关功率因数
59,10kV,2号主变,2号主变10kV侧,变压器绕组,A相电流,越限,,202开关A相电流,202开关A相电流
60,10kV,2号主变,2号主变10kV侧,变压器绕组,C相电流,越限,,202开关C相电流,202开关C相电流
61,10kV,2号主变,2号主变10kV侧,变压器绕组,有功,越限,,202开关有功,202开关有功
62,10kV,2号主变,2号主变10kV侧,变压器绕组,无功,越限,,202开关无功,202开关无功
63,10kV,2号主变,2号主变10kV侧,变压器绕组,功率因数,越限,,202开关功率因数,202开关功率因数
64,35kV,35kV311备用线,35kV311备用线,交流线段端点,A相电流,越限,,311开关A相电流,311开关A相电流
65,35kV,35kV311备用线,35kV311备用线,交流线段端点,C相电流,越限,,311开关C相电流,311开关C相电流
66,35kV,35kV311备用线,35kV311备用线,交流线段端点,有功,越限,,311开关有功,311开关有功
67,35kV,35kV311备用线,35kV311备用线,交流线段端点,无功,越限,,311开关无功,311开关无功
68,35kV,35kV311备用线,35kV311备用线,交流线段端点,功率因数,越限,,311开关功率因数,311开关功率因数
69,35kV,35kV313备用线,35kV313备用线,交流线段端点,A相电流,越限,,313开关A相电流,313开关A相电流
70,35kV,35kV313备用线,35kV313备用线,交流线段端点,C相电流,越限,,313开关C相电流,313开关C相电流
71,35kV,35kV313备用线,35kV313备用线,交流线段端点,有功,越限,,313开关有功,313开关有功
72,35kV,35kV313备用线,35kV313备用线,交流线段端点,无功,越限,,313开关无功,313开关无功
73,35kV,35kV313备用线,35kV313备用线,交流线段端点,功率因数,越限,,313开关功率因数,313开关功率因数
74,35kV,35kV315备用线,35kV315备用线,交流线段端点,A相电流,越限,,315开关A相电流,315开关A相电流
75,35kV,35kV315备用线,35kV315备用线,交流线段端点,C相电流,越限,,315开关C相电流,315开关C相电流
76,35kV,35kV315备用线,35kV315备用线,交流线段端点,有功,越限,,315开关有功,315开关有功
77,35kV,35kV315备用线,35kV315备用线,交流线段端点,无功,越限,,315开关无功,315开关无功
78,35kV,35kV315备用线,35kV315备用线,交流线段端点,功率因数,越限,,315开关功率因数,315开关功率因数
79,35kV,35kV马营线,35kV317马营线,交流线段端点,A相电流,越限,,317开关A相电流,317开关A相电流
80,35kV,35kV马营线,35kV317马营线,交流线段端点,C相电流,越限,,317开关C相电流,317开关C相电流
81,35kV,35kV马营线,35kV317马营线,交流线段端点,有功,越限,,317开关有功,317开关有功
82,35kV,35kV马营线,35kV317马营线,交流线段端点,无功,越限,,317开关无功,317开关无功
83,35kV,35kV马营线,35kV317马营线,交流线段端点,功率因数,越限,,317开关功率因数,317开关功率因数
84,35kV,35kV马城线,35kV312马城线,交流线段端点,A相电流,越限,,312开关A相电流,312开关A相电流
85,35kV,35kV马城线,35kV312马城线,交流线段端点,C相电流,越限,,312开关C相电流,312开关C相电流
86,35kV,35kV马城线,35kV312马城线,交流线段端点,有功,越限,,312开关有功,312开关有功
87,35kV,35kV马城线,35kV312马城线,交流线段端点,无功,越限,,312开关无功,312开关无功
88,35kV,35kV马城线,35kV312马城线,交流线段端点,功率因数,越限,,312开关功率因数,312开关功率因数
89,35kV,35kV314备用线,35kV314备用线,交流线段端点,A相电流,越限,,314开关A相电流,314开关A相电流
90,35kV,35kV314备用线,35kV314备用线,交流线段端点,C相电流,越限,,314开关C相电流,314开关C相电流
91,35kV,35kV314备用线,35kV314备用线,交流线段端点,有功,越限,,314开关有功,314开关有功
92,35kV,35kV314备用线,35kV314备用线,交流线段端点,无功,越限,,314开关无功,314开关无功
93,35kV,35kV314备用线,35kV314备用线,交流线段端点,功率因数,越限,,314开关功率因数,314开关功率因数
94,35kV,35kV316备用线,35kV316备用线,交流线段端点,A相电流,越限,,316开关A相电流,316开关A相电流
95,35kV,35kV316备用线,35kV316备用线,交流线段端点,C相电流,越限,,316开关C相电流,316开关C相电流
96,35kV,35kV316备用线,35kV316备用线,交流线段端点,有功,越限,,316开关有功,316开关有功
97,35kV,35kV316备用线,35kV316备用线,交流线段端点,无功,越限,,316开关无功,316开关无功
98,35kV,35kV316备用线,35kV316备用线,交流线段端点,功率因数,越限,,316开关功率因数,316开关功率因数
99,35kV,35kV318备用线,35kV318备用线,交流线段端点,A相电流,越限,,318开关A相电流,318开关A相电流
100,35kV,35kV318备用线,35kV318备用线,交流线段端点,C相电流,越限,,318开关C相电流,318开关C相电流
101,35kV,35kV318备用线,35kV318备用线,交流线段端点,有功,越限,,318开关有功,318开关有功
102,35kV,35kV318备用线,35kV318备用线,交流线段端点,无功,越限,,318开关无功,318开关无功
103,35kV,35kV318备用线,35kV318备用线,交流线段端点,功率因数,越限,,318开关功率因数,318开关功率因数
104,35kV,35kV345分段,35kV345分段,交流开关,A相电流,越限,,345开关A相电流,345开关A相电流
105,35kV,35kV345分段,35kV345分段,交流开关,C相电流,越限,,345开关C相电流,345开关C相电流
106,10kV,10kV圈宏线,10kV151圈宏线,交流线段端点,A相电流,越限,,151开关A相电流,151开关A相电流
107,10kV,10kV圈宏线,10kV151圈宏线,交流线段端点,C相电流,越限,,151开关C相电流,151开关C相电流
108,10kV,10kV圈宏线,10kV151圈宏线,交流线段端点,有功,越限,,151开关有功,151开关有功
109,10kV,10kV圈宏线,10kV151圈宏线,交流线段端点,无功,越限,,151开关无功,151开关无功
110,10kV,10kV圈宏线,10kV151圈宏线,交流线段端点,功率因数,越限,,151开关功率因数,151开关功率因数
111,10kV,10kV银海线,10kV153银海线,交流线段端点,A相电流,越限,,153开关A相电流,153开关A相电流
112,10kV,10kV银海线,10kV153银海线,交流线段端点,C相电流,越限,,153开关C相电流,153开关C相电流
113,10kV,10kV银海线,10kV153银海线,交流线段端点,有功,越限,,153开关有功,153开关有功
114,10kV,10kV银海线,10kV153银海线,交流线段端点,无功,越限,,153开关无功,153开关无功
115,10kV,10kV银海线,10kV153银海线,交流线段端点,功率因数,越限,,153开关功率因数,153开关功率因数
116,10kV,10kV落垡线,10kV155落垡线,交流线段端点,A相电流,越限,,155开关A相电流,155开关A相电流
117,10kV,10kV落垡线,10kV155落垡线,交流线段端点,C相电流,越限,,155开关C相电流,155开关C相电流
118,10kV,10kV落垡线,10kV155落垡线,交流线段端点,有功,越限,,155开关有功,155开关有功
119,10kV,10kV落垡线,10kV155落垡线,交流线段端点,无功,越限,,155开关无功,155开关无功
120,10kV,10kV落垡线,10kV155落垡线,交流线段端点,功率因数,越限,,155开关功率因数,155开关功率因数
121,10kV,10kV157备用线,10kV157备用线,交流线段端点,A相电流,越限,,157开关A相电流,157开关A相电流
122,10kV,10kV157备用线,10kV157备用线,交流线段端点,C相电流,越限,,157开关C相电流,157开关C相电流
123,10kV,10kV157备用线,10kV157备用线,交流线段端点,有功,越限,,157开关有功,157开关有功
124,10kV,10kV157备用线,10kV157备用线,交流线段端点,无功,越限,,157开关无功,157开关无功
125,10kV,10kV157备用线,10kV157备用线,交流线段端点,功率因数,越限,,157开关功率因数,157开关功率因数
126,10kV,10kV奥朗斯线,10kV159奥朗斯线,交流线段端点,A相电流,越限,,159开关A相电流,159开关A相电流
127,10kV,10kV奥朗斯线,10kV159奥朗斯线,交流线段端点,C相电流,越限,,159开关C相电流,159开关C相电流
128,10kV,10kV奥朗斯线,10kV159奥朗斯线,交流线段端点,有功,越限,,159开关有功,159开关有功
129,10kV,10kV奥朗斯线,10kV159奥朗斯线,交流线段端点,无功,越限,,159开关无功,159开关无功
130,10kV,10kV奥朗斯线,10kV159奥朗斯线,交流线段端点,功率因数,越限,,159开关功率因数,159开关功率因数
131,10kV,10kV董标垡线,10kV161董标垡线,交流线段端点,A相电流,越限,,161开关A相电流,161开关A相电流
132,10kV,10kV董标垡线,10kV161董标垡线,交流线段端点,C相电流,越限,,161开关C相电流,161开关C相电流
133,10kV,10kV董标垡线,10kV161董标垡线,交流线段端点,有功,越限,,161开关有功,161开关有功
134,10kV,10kV董标垡线,10kV161董标垡线,交流线段端点,无功,越限,,161开关无功,161开关无功
135,10kV,10kV董标垡线,10kV161董标垡线,交流线段端点,功率因数,越限,,161开关功率因数,161开关功率因数
136,10kV,10kV150接地变,10kV150接地变,负荷,A相电流,越限,,150开关A相电流,150开关A相电流
137,10kV,10kV150接地变,10kV150接地变,负荷,C相电流,越限,,150开关C相电流,150开关C相电流
138,10kV,10kV150接地变,10kV150接地变,负荷,有功,越限,,150开关有功,150开关有功
139,10kV,10kV150接地变,10kV150接地变,负荷,无功,越限,,150开关无功,150开关无功
140,10kV,10kV150接地变,10kV150接地变,负荷,功率因数,越限,,150开关功率因数,150开关功率因数
141,10kV,10kV165备用线,10kV165备用线,交流线段端点,A相电流,越限,,165开关A相电流,165开关A相电流
142,10kV,10kV165备用线,10kV165备用线,交流线段端点,C相电流,越限,,165开关C相电流,165开关C相电流
143,10kV,10kV165备用线,10kV165备用线,交流线段端点,有功,越限,,165开关有功,165开关有功
144,10kV,10kV165备用线,10kV165备用线,交流线段端点,无功,越限,,165开关无功,165开关无功
145,10kV,10kV165备用线,10kV165备用线,交流线段端点,功率因数,越限,,165开关功率因数,165开关功率因数
146,10kV,10kV马圈东线,10kV152马圈东线,交流线段端点,A相电流,越限,,152开关A相电流,152开关A相电流
147,10kV,10kV马圈东线,10kV152马圈东线,交流线段端点,C相电流,越限,,152开关C相电流,152开关C相电流
148,10kV,10kV马圈东线,10kV152马圈东线,交流线段端点,有功,越限,,152开关有功,152开关有功
149,10kV,10kV马圈东线,10kV152马圈东线,交流线段端点,无功,越限,,152开关无功,152开关无功
150,10kV,10kV马圈东线,10kV152马圈东线,交流线段端点,功率因数,越限,,152开关功率因数,152开关功率因数
151,10kV,10kV马圈西线,10kV154马圈西线,交流线段端点,A相电流,越限,,154开关A相电流,154开关A相电流
152,10kV,10kV马圈西线,10kV154马圈西线,交流线段端点,C相电流,越限,,154开关C相电流,154开关C相电流
153,10kV,10kV马圈西线,10kV154马圈西线,交流线段端点,有功,越限,,154开关有功,154开关有功
154,10kV,10kV马圈西线,10kV154马圈西线,交流线段端点,无功,越限,,154开关无功,154开关无功
155,10kV,10kV马圈西线,10kV154马圈西线,交流线段端点,功率因数,越限,,154开关功率因数,154开关功率因数
156,10kV,10kV和瑞园线,10kV156和瑞园线,交流线段端点,A相电流,越限,,156开关A相电流,156开关A相电流
157,10kV,10kV和瑞园线,10kV156和瑞园线,交流线段端点,C相电流,越限,,156开关C相电流,156开关C相电流
158,10kV,10kV和瑞园线,10kV156和瑞园线,交流线段端点,有功,越限,,156开关有功,156开关有功
159,10kV,10kV和瑞园线,10kV156和瑞园线,交流线段端点,无功,越限,,156开关无功,156开关无功
160,10kV,10kV和瑞园线,10kV156和瑞园线,交流线段端点,功率因数,越限,,156开关功率因数,156开关功率因数
161,10kV,10kV汇利线,10kV158汇利线,交流线段端点,A相电流,越限,,158开关A相电流,158开关A相电流
162,10kV,10kV汇利线,10kV158汇利线,交流线段端点,C相电流,越限,,158开关C相电流,158开关C相电流
163,10kV,10kV汇利线,10kV158汇利线,交流线段端点,有功,越限,,158开关有功,158开关有功
164,10kV,10kV汇利线,10kV158汇利线,交流线段端点,无功,越限,,158开关无功,158开关无功
165,10kV,10kV汇利线,10kV158汇利线,交流线段端点,功率因数,越限,,158开关功率因数,158开关功率因数
166,10kV,10kV162备用线,10kV162备用线,交流线段端点,A相电流,越限,,162开关A相电流,162开关A相电流
167,10kV,10kV162备用线,10kV162备用线,交流线段端点,C相电流,越限,,162开关C相电流,162开关C相电流
168,10kV,10kV162备用线,10kV162备用线,交流线段端点,有功,越限,,162开关有功,162开关有功
169,10kV,10kV162备用线,10kV162备用线,交流线段端点,无功,越限,,162开关无功,162开关无功
170,10kV,10kV162备用线,10kV162备用线,交流线段端点,功率因数,越限,,162开关功率因数,162开关功率因数
171,10kV,10kV颐西湖线,10kV164颐西湖线,交流线段端点,A相电流,越限,,164开关A相电流,164开关A相电流
172,10kV,10kV颐西湖线,10kV164颐西湖线,交流线段端点,C相电流,越限,,164开关C相电流,164开关C相电流
173,10kV,10kV颐西湖线,10kV164颐西湖线,交流线段端点,有功,越限,,164开关有功,164开关有功
174,10kV,10kV颐西湖线,10kV164颐西湖线,交流线段端点,无功,越限,,164开关无功,164开关无功
175,10kV,10kV颐西湖线,10kV164颐西湖线,交流线段端点,功率因数,越限,,164开关功率因数,164开关功率因数
176,10kV,10kV160接地变,10kV160接地变,负荷,A相电流,越限,,160开关A相电流,160开关A相电流
177,10kV,10kV160接地变,10kV160接地变,负荷,C相电流,越限,,160开关C相电流,160开关C相电流
178,10kV,10kV160接地变,10kV160接地变,负荷,有功,越限,,160开关有功,160开关有功
179,10kV,10kV160接地变,10kV160接地变,负荷,无功,越限,,160开关无功,160开关无功
180,10kV,10kV160接地变,10kV160接地变,负荷,功率因数,越限,,160开关功率因数,160开关功率因数
181,10kV,10kV168备用线,10kV168备用线,交流线段端点,A相电流,越限,,168开关A相电流,168开关A相电流
182,10kV,10kV168备用线,10kV168备用线,交流线段端点,C相电流,越限,,168开关C相电流,168开关C相电流
183,10kV,10kV168备用线,10kV168备用线,交流线段端点,有功,越限,,168开关有功,168开关有功
184,10kV,10kV168备用线,10kV168备用线,交流线段端点,无功,越限,,168开关无功,168开关无功
185,10kV,10kV168备用线,10kV168备用线,交流线段端点,功率因数,越限,,168开关功率因数,168开关功率因数
186,10kV,10kV2061电容器,10kV2061电容器,电容电抗,A相电流,越限,,2061开关A相电流,2061开关A相电流
187,10kV,10kV2061电容器,10kV2061电容器,电容电抗,C相电流,越限,,2061开关C相电流,2061开关C相电流
188,10kV,10kV2061电容器,10kV2061电容器,电容电抗,无功,越限,,2061开关无功,2061开关无功
189,10kV,10kV2061电容器,10kV2061电容器,电容电抗,功率因数,越限,,2061开关功率因数,2061开关功率因数
190,10kV,10kV2062电容器,10kV2062电容器,电容电抗,A相电流,越限,,2062开关A相电流,2062开关A相电流
191,10kV,10kV2062电容器,10kV2062电容器,电容电抗,C相电流,越限,,2062开关C相电流,2062开关C相电流
192,10kV,10kV2062电容器,10kV2062电容器,电容电抗,无功,越限,,2062开关无功,2062开关无功
193,10kV,10kV2062电容器,10kV2062电容器,电容电抗,功率因数,越限,,2062开关功率因数,2062开关功率因数
194,10kV,10kV2071电容器,10kV2071电容器,电容电抗,A相电流,越限,,2071开关A相电流,2071开关A相电流
195,10kV,10kV2071电容器,10kV2071电容器,电容电抗,C相电流,越限,,2071开关C相电流,2071开关C相电流
196,10kV,10kV2071电容器,10kV2071电容器,电容电抗,无功,越限,,2071开关无功,2071开关无功
197,10kV,10kV2071电容器,10kV2071电容器,电容电抗,功率因数,越限,,2071开关功率因数,2071开关功率因数
198,10kV,10kV2072电容器,10kV2072电容器,电容电抗,A相电流,越限,,2072开关A相电流,2072开关A相电流
199,10kV,10kV2072电容器,10kV2072电容器,电容电抗,C相电流,越限,,2072开关C相电流,2072开关C相电流
200,10kV,10kV2072电容器,10kV2072电容器,电容电抗,无功,越限,,2072开关无功,2072开关无功
201,10kV,10kV2072电容器,10kV2072电容器,电容电抗,功率因数,越限,,2072开关功率因数,2072开关功率因数
202,10kV,10kV245分段,10kV245分段,交流开关,A相电流,越限,,245开关A相电流,245开关A相电流
203,10kV,10kV245分段,10kV245分段,交流开关,C相电流,越限,,245开关C相电流,245开关C相电流
204,10kV,10kV208站用变,10kV208站用变,负荷,A相电压,越限,,208-0站用变A相电压,208-0站用变A相电压
205,10kV,10kV208站用变,10kV208站用变,负荷,B相电压,越限,,208-0站用变B相电压,208-0站用变B相电压
206,10kV,10kV208站用变,10kV208站用变,负荷,C相电压,越限,,208-0站用变C相电压,208-0站用变C相电压
207,10kV,10kV208站用变,10kV208站用变,负荷,AB线电压,越限,,208-0站用变AB线电压,208-0站用变AB线电压
208,10kV,10kV208站用变,10kV208站用变,负荷,A相电流,越限,,208-0站用变A相电流,208-0站用变A相电流
209,10kV,10kV208站用变,10kV208站用变,负荷,C相电流,越限,,208-0站用变C相电流,208-0站用变C相电流
210,10kV,10kV208站用变,10kV208站用变,负荷,有功,越限,,208-0站用变有功,208-0站用变有功
211,10kV,10kV208站用变,10kV208站用变,负荷,无功,越限,,208-0站用变无功,208-0站用变无功
212,10kV,10kV208站用变,10kV208站用变,负荷,功率因数,越限,,208-0站用变功率因数,208-0站用变功率因数
213,10kV,10kV209站用变,10kV209站用变,负荷,A相电压,越限,,209-0站用变A相电压,209-0站用变A相电压
214,10kV,10kV209站用变,10kV209站用变,负荷,B相电压,越限,,209-0站用变B相电压,209-0站用变B相电压
215,10kV,10kV209站用变,10kV209站用变,负荷,C相电压,越限,,209-0站用变C相电压,209-0站用变C相电压
216,10kV,10kV209站用变,10kV209站用变,负荷,AB线电压,越限,,209-0站用变AB线电压,209-0站用变AB线电压
217,10kV,10kV209站用变,10kV209站用变,负荷,A相电流,越限,,209-0站用变A相电流,209-0站用变A相电流
218,10kV,10kV209站用变,10kV209站用变,负荷,C相电流,越限,,209-0站用变C相电流,209-0站用变C相电流
219,10kV,10kV209站用变,10kV209站用变,负荷,有功,越限,,209-0站用变有功,209-0站用变有功
220,10kV,10kV209站用变,10kV209站用变,负荷,无功,越限,,209-0站用变无功,209-0站用变无功
221,10kV,10kV209站用变,10kV209站用变,负荷,功率因数,越限,,209-0站用变功率因数,209-0站用变功率因数
222,110kV,1号主变,1号主变机构,辅助设备,温度,越限,,#1变油温,#1变油温
223,110kV,2号主变,2号主变机构,辅助设备,温度,越限,,#2变油温,#2变油温
238,10kV,10kV209站用变,10kV209站用变,负荷,B相电流,越限,,209-0站用变B相电流,209-0站用变B相电流
239,10kV,10kV208站用变,10kV208站用变,负荷,B相电流,越限,,208-0站用变B相电流,208-0站用变B相电流
240,110kV,1号主变,1号主变110kV侧,变压器绕组,B相电流,越限,,1#变高压侧B相电流,1#变高压侧B相电流
241,110kV,2号主变,2号主变110kV侧,变压器绕组,B相电流,越限,,2#变高压侧B相电流,2#变高压侧B相电流
242,10kV,10kV150接地变,消弧线圈,辅助设备,,越限,,150消弧线圈位移电压,150消弧线圈位移电压
243,10kV,10kV150接地变,消弧线圈,辅助设备,,越限,,150消弧线圈电容电流,150消弧线圈电容电流
244,10kV,10kV150接地变,消弧线圈,辅助设备,,越限,,150消弧线圈残流,150消弧线圈残流
245,10kV,10kV150接地变,消弧线圈,辅助设备,,越限,,150消弧线圈档位,150消弧线圈档位
246,10kV,10kV160接地变,消弧线圈,辅助设备,,越限,,160消弧线圈位移电压,160消弧线圈位移电压
247,10kV,10kV160接地变,消弧线圈,辅助设备,,越限,,160消弧线圈电容电流,160消弧线圈电容电流
248,10kV,10kV160接地变,消弧线圈,辅助设备,,越限,,160消弧线圈残流,160消弧线圈残流
249,10kV,10kV160接地变,消弧线圈,辅助设备,,越限,,160消弧线圈档位,160消弧线圈档位
250,110kV,2号主变,2号主变机构,辅助设备,温度,越限,,#2变油面2温度,#2变油面2温度
251,110kV,2号主变,2号主变110kV侧,变压器绕组,档位,越限,,#2变档位,#2变档位
252,380V,交直流间隔,直流系统,辅助设备,,越限,,电池组电压（直流）,电池组电压（直流）
253,380V,交直流间隔,直流系统,辅助设备,,越限,,母线电压（直流）,母线电压（直流）
254,380V,交直流间隔,直流系统,辅助设备,,越限,,蓄电池组运行状态0浮冲1均冲2放电（直流）,蓄电池组运行状态0浮冲1均冲2放电（直流）
255,380V,交直流间隔,直流系统,辅助设备,,越限,,电池组电流（直流）,电池组电流（直流）
256,380V,交直流间隔,直流系统,辅助设备,,越限,,母线电流（直流）,母线电流（直流）
257,380V,交直流间隔,直流系统,辅助设备,,越限,,直流屏1＃交流输入AB相压（直流）,直流屏1＃交流输入AB相压（直流）
258,380V,交直流间隔,直流系统,辅助设备,,越限,,直流屏2＃交流输入AB相压（直流）,直流屏2＃交流输入AB相压（直流）
259,380V,交直流间隔,直流系统,辅助设备,,越限,,直流屏2＃交流输入BC相压（直流）,直流屏2＃交流输入BC相压（直流）
260,380V,交直流间隔,直流系统,辅助设备,,越限,,直流屏2＃交流输入AC相压（直流）,直流屏2＃交流输入AC相压（直流）
261,380V,交直流间隔,直流系统,辅助设备,,越限,,直流屏1＃交流输入AC相压（直流）,直流屏1＃交流输入AC相压（直流）
262,380V,交直流间隔,直流系统,辅助设备,,越限,,直流屏1＃交流输入BC相压（直流）,直流屏1＃交流输入BC相压（直流）
263,380V,交直流间隔,直流系统,辅助设备,,越限,,交流窜入直流值（直流）,交流窜入直流值（直流）
